source,title,description,text,url,published_at,original_ce_keywords,ce_areas,ai_technologies,confidence,reason
Smart Cities World,4G and 5G,,"This eBook, illustrated with a range of case studies, brings together best practice from multiple open data projects and industry experts. It demonstrates The report includes examples from Town of Cary (USA), Bristol City Council (UK), Morrisville (USA), Kingston (UK), City of New Jersey (USA), Western Parkland Councils (Australia), Southern Grampians Shire Council (Australia).",https://www.smartcitiesworld.net/4g-and-5g?nav=top,,"infrastructure, open data projects, cities",Transportation,,1.0,"The article mentions examples from various cities and councils, indicating a focus on transportation infrastructure and systems."
Smart Cities World,Connected and autonomous vehicles,,"This white paper covers how connected systems can help cities build sustainability and wellbeing into their indoor and outdoor spaces. We look at the scale of the decarbonisation challenge faced by cities, how cities can use connected technologies to create greener buildings and the vital role of retrofitting. We includes detailed analysis of the energy and cost-savings that energy efficiency programmes can bring in cities.",https://www.smartcitiesworld.net/connected-and-autonomous-vehicles?nav=top,,"connected systems, sustainability, energy efficiency, retrofitting, cities, greener buildings, energy and cost-savings","Transportation, Environmental Engineering",,1.0,"The article focuses on how connected systems can help cities build sustainability and wellbeing into their indoor and outdoor spaces, emphasizing energy efficiency and greener buildings, which aligns with Environmental Engineering in civil engineering."
Smart Cities World,Research,,"Research
SmartCitiesWorld produces its own series of city profiles and research white papers covering the main topics within smart cities. SmartCitiesWorld also allows selected partners and sponsors to host their content in the resources centre all to enhance your knowledge gathering experience.
If you want to find out more about how you can host your reports and white papers in this resource centre or you would like to find out about our reports, white papers or upcoming webinar topics from SmartCitiesWorld, then contact
johno@smartcitiesworld.net",https://www.smartcitiesworld.net/research,,"smart cities, city profiles, research white papers, infrastructure development, urban planning",Construction Management,,1.0,"The article discusses hosting reports and white papers related to smart cities, which involves aspects of construction management such as project management and infrastructure development."
Smart Cities World,Connected video and sensors for greener urban living,,"The fusion of camera and sensor technology can strengthen environmental awareness
Intelligent video sensors and AI are altering how cities manage sustainability. Andrea Sorri and Johnny Lee at Axis Communications explain how real-time data and digital twins are helping urban areas become greener and more resilient.",https://www.smartcitiesworld.net/opinions/connected-video-and-sensors-for-greener-urban-living,,"sustainability, urban areas, video sensors, AI, digital twins, green, resilient",Environmental Engineering,Computer Vision,0.9,"The article discusses how intelligent video sensors and AI are used to manage sustainability in urban areas, focusing on environmental awareness and green living. This aligns with Environmental Engineering for sustainability and Computer Vision for sensor technology."
Smart Cities World,SCW Summit 2026,,"SmartCitiesWorld Summit takes place
during London Climate Action Week
3,000+
IN-PERSON AND
VIRTUAL DELEGATES
100+
COUNTRIES
REPRESENTED
SmartCitiesWorld Summit 2026 is the premier global forum for city leaders, innovators, and partners driving the future of urban climate action, resilience, and digital transformation. The Summit provides a unique, multidisciplinary space for senior urban practitioners to collaborate, share insights, and accelerate impactful solutions, bringing together more than 3,000 delegates – including representatives from over 1,000 cities and local authorities worldwide.
Evolution of the Summit
Building on three years of growth and global impact, the Cities Climate Action Summit evolves in 2026 to become the SmartCitiesWorld Summit – an expanded, elevated forum uniting city leaders, innovators, and industry partners to accelerate climate action, resilience, and urban innovation.
The Summit Themes
Key statistics from 2025
3,081
total
delegates
101
countries
represented
834
cities/local
authorities
384
VIP in-person
delegates
30+
sessions &
panels
20+
hours of
networking
42
journalists
attended
In this two-day event (one virtual, one in-person) you can be part of the conversation that will drive impactful change. You'll gain insights to develop strategies to building a smart, resilient city that addresses climate change, while considering liveability, equity, and long-term sustainability.
Held during London Climate Action Week, you'll hear from world class, international city leaders and climate experts. You'll be able to engage in dynamic discussions through exclusive roundtables, acquire valuable perspectives from thought-provoking panel debates, and enjoy intimate fireside chats with industry pioneers.
Industry leaders in attendance
They say it best
“It’s incredible to see so many people in the room – businesses, innovators, cities, those on the front line that are delivering for a fairer and greener London. I think through conversations [like today] we can come up with the solutions.”
Mete Coban MBE
Deputy Mayor for Environment and Energy, Greater London Authority.
“Events like this that bring together voices in solidarity around the need for climate action – the urgent need for stepping up climate action – are absolutely vital.”
Susan Aitken
Leader, Glasgow City Council
“Coming here for the first time, I was overwhelmed by the conversations, the rich keynotes, the roundtables and panels – and the energy, innovation and transparency from the companies and speakers. It was uplifting and gave me more energy than I had.”
Serena McIlwain
Secretary, Maryland Department of Environment
“The collection of people you have in London is off the charts – all learning from each other, all using their examples to inspire other cities and partners to take action. it's great to see the momentum building.”
Cassie Sutherland
MD for Climate Solutions & Networks, C40 Cities
Who registered for 2025?
Over 3,000 delegates signed up for this years' Summit and were surrounded with a global audience of climate, technology, finance, policy, and smart city professionals to teach and hear the latest in climate advancements.
Take a look below at just some of our delegation...
""This event is a powerful testament to the collective determination of cities worldwide to address the urgent challenges of climate change. The summit provided a unique platform for thought leaders, innovators, and policymakers to come together.""
Jaromir Beranek, Chairman of International Relations and EU Funds, City of Prague
Our ground-breaking Cities Climate Action Trend Report lays the foundation for this event - which analyses 200 cities’ targets, actions and priorities in the fight against climate change. We also build on the work achieved through the SmartCitiesWorld COP26 Charter alongside our recent Cities Climate Action Panel Discussion
Our world-class speakers make the case for a new climate imperative. Our audience provides the network to mobilise best practices for cities worldwide.
Just some of the quotes that City Halls gave us:
""Cities shouldn’t wait for a new optimal technology to emerge in the future to get started because there are already so many ways to get started off the shelf.""
Björn Hugosson, Chief Climate Officer, City of Stockholm
""The importance is working with other levels of government, communities and the private
sector as we just can’t do it alone.""
Lord Mayor Sally Capp, City of Melbourne
Different from traditional city events, the Summit seeks to uncover tangible solutions—you will see and hear the latest from leading policymakers, technologists and financiers to learn what is working and what is not working.
The Summit will provide a holistic view of how urban climate action can be achieved at scale.
Experts across the globe from the World Bank to the World Economic Forum estimate investment needed to combat the climate crisis surpasses US$90 trillion by 2030.
And cities are at the crossroad for this investment! The Summit will focus on the policy, the finance and the technology to make these investments wisely—to inform city leaders so they can work to serve and protect their citizens",https://www.smartcitiesworld.net/scw-summit-2026?nav=top,,"smart cities, urban climate action, resilience, digital transformation, infrastructure development",Environmental Engineering,,1.0,"The article focuses on the SmartCitiesWorld Summit 2026, which emphasizes urban climate action, resilience, and digital transformation. These themes align closely with Environmental Engineering, particularly in the context of sustainability, waste management, green building, and climate considerations."
Smart Cities World,Greenfield sites,,"Join city and industry experts to explore how AI is enabling more personalised, accessible, and trusted government services, and uncover practical strategies for responsible AI adoption that benefits all citizens. Hear from Manchester City Council and the City of Tampere.
Discover how this year’s Cities Climate Action Summit puts the spotlight on the switch to clean and renewable energy, and the importance of energy-efficiency.
Find out how Dublin is innovating to improve experiences and services for its communities in the latest SmartCitiesWorld City Profile, including digital twin projects, traffic reduction, and economic growth.
Discover how the city of Madrid is innovating to become a smarter, more sustainable city that’s able to deliver improved services to residents and visitors alike.
Tune in for the latest Urban Exchange where we get a first-hand account of city resilience measures from Quezon City following unexpected extreme rainfall.
Andrea Sorri of Axis Communications explains how AI can be used to maximise insights from existing infrastructure and enable cities to avoid the costs of deploying new sensors.
ST Engineering’s Richard Ng explains how integrated smart city platforms can support cities in becoming more sustainable and efficient at the scale that is right for them.
Find out how Dublin is innovating to improve experiences and services for its communities in the latest SmartCitiesWorld City Profile, including digital twin projects, traffic reduction, and economic growth.
Download our latest report to uncover how artificial intelligence is being used to support cities in how they plan and operate city services to ensure they are vibrant, sustainable and economically thriving modern spaces.
Tune in for the latest Urban Exchange where we get a first-hand account of city resilience measures from Quezon City following unexpected extreme rainfall.
Tune in for the latest Urban Exchange where we get a first-hand account of city resilience measures from Quezon City following unexpected extreme rainfall.
Our editorial newsletter pulls together our latest news items into one email, direct to your inbox. We also feature our latest city interviews, Special Reports and Guest Opinions.
Capital planning solution aimed at data centre development is purpose-built to support high-impact, upstream decision-making that drives long-term investment.
Cities will feature pre-built base infrastructure to accelerate development and support walk-to-work concepts, promoting sustainable industrial operations.
A new report, titled ’Building Prosperity’, recommends six strategies to bolster circular principles in building and developing towns and cities across Europe.
Topian aims to redefine food production, distribution, and consumption through food solutions across five vertical pillars, including climate-proof agriculture.
Neom is investing in autonomous driving company Pony.ai and electric seaglider company Regent to advance plans for zero-emission, multimodal transport.
Located in Oxagon, it will enhance current and future digital connectivity, security and network resilience to meet the growing demands of the Neom region.
IStructE urges architects, engineers and designers to create the built environment in a different way and use new material more sparingly and prioritise reuse.
With SAR 3bn in financing from the Riyad Bank, the island development of Sindalah marks the first Neom region to be successfully financed with bank debt.
It is aiming to build a water supply infrastructure that will deliver up to two million cubic meters of desalinated water per day to the Saudi development.
Smart city is the framework based on Information and Communication technologies that enable the development of sustainable practices to address the urbanisation challenges. Leveraging the technology is one of the foremost pillars of ‘smart cities’ in order to increase efficiencies and improve the quality of resident’s life and the city’s services.
The continued growth of skyscrapers and urban infrastructure means AVs are at risk of signal black-out in cities across the world, warns UK-based AV software specialist, Oxbotica.
The company will build and operate a smart city platform with citywide network connectivity for the Qatar city using advanced AI and data-driven technologies.
Bilkollektivet will collaborate with the shared mobility specialist, Digital Mobility Solutions, to provide a “total package” for Norwegian municipalities less equipped for car-sharing.
Google affiliate blames coronavirus and economic uncertainty for closing controversial and delayed smart city project
SmartCitiesWorld Newsletters (Daily/Weekly)
Our editorial newsletter pulls together our latest news items into one email, direct to your inbox. We also feature our latest city interviews, Special Reports and Guest Opinions.
Find out how Dublin is innovating to improve experiences and services for its communities in the latest SmartCitiesWorld City Profile, including digital twin projects, traffic reduction, and economic growth.
Download our latest report to uncover how artificial intelligence is being used to support cities in how they plan and operate city services to ensure they are vibrant, sustainable and economically thriving modern spaces.
Tune in for the latest Urban Exchange where we get a first-hand account of city resilience measures from Quezon City following unexpected extreme rainfall.
Tune in for the latest Urban Exchange where we get a first-hand account of city resilience measures from Quezon City following unexpected extreme rainfall.
Our editorial newsletter pulls together our latest news items into one email, direct to your inbox. We also feature our latest city interviews, Special Reports and Guest Opinions.
Find out how Dublin is innovating to improve experiences and services for its communities in the latest SmartCitiesWorld City Profile, including digital twin projects, traffic reduction, and economic growth.
Discover how the city of Madrid is innovating to become a smarter, more sustainable city that’s able to deliver improved services to residents and visitors alike.
Delve into this City Profile which focuses on how the City of San Diego is innovating through policy and technology to best serve its communities. Find out how it splits the city’s challenges and matches them to solutions that demonstrate exactly how technology, policy and investment come together to overcome both every-day and long-term issues.
How the latest generation of connected urban infrastructure is changing the face of our cities and laying the foundation for the future of urban environments with case studies from Paris, Espoo, Leuven and Ontario.
Vehicle data is your smart city’s ticket to a better safer and cleaner mobility experience. The report shines a light on the powerful impact that data is already having on smart city implementation.
We use cookies so we can provide you with the best online experience. By continuing to browse this site you are agreeing to our use of cookies. Click on the banner to find out more.",https://www.smartcitiesworld.net/greenfield-sites?nav=top,,"smart cities, infrastructure innovation, energy efficiency, city resilience, urban planning",Environmental Engineering,Predictive Analytics,1.0,"The article discusses how cities are innovating to become smarter, more sustainable, and deliver improved services to residents. This focus on sustainability and improved services aligns with Environmental Engineering, particularly in the context of energy-efficiency, renewable energy, and climate action."
Smart Cities World,Login,,"Join city and industry experts to explore how AI is enabling more personalised, accessible, and trusted government services, and uncover practical strategies for responsible AI adoption that benefits all citizens. Hear from Manchester City Council and the City of Tampere.
Discover how this year’s Cities Climate Action Summit puts the spotlight on the switch to clean and renewable energy, and the importance of energy-efficiency.
Find out how Dublin is innovating to improve experiences and services for its communities in the latest SmartCitiesWorld City Profile, including digital twin projects, traffic reduction, and economic growth.
Discover how the city of Madrid is innovating to become a smarter, more sustainable city that’s able to deliver improved services to residents and visitors alike.
Tune in for the latest Urban Exchange where we get a first-hand account of city resilience measures from Quezon City following unexpected extreme rainfall.
Andrea Sorri of Axis Communications explains how AI can be used to maximise insights from existing infrastructure and enable cities to avoid the costs of deploying new sensors.
ST Engineering’s Richard Ng explains how integrated smart city platforms can support cities in becoming more sustainable and efficient at the scale that is right for them.
Our resource library with OnDemand webinars, panel debates and report is free to access. If you are not a member it takes just 30 seconds to register. This will allow you to access all the enhanced features of this website. If you are already a member please take a moment to Login below.
Not a member? If you're not yet registered on this site please register for free via /registration
We use cookies so we can provide you with the best online experience. By continuing to browse this site you are agreeing to our use of cookies. Click on the banner to find out more.",https://www.smartcitiesworld.net/scw-library,,"smart cities, sustainable city, infrastructure, energy-efficiency, city resilience, datacenters, urban planning",Environmental Engineering,Predictive Analytics,1.0,"The article discusses how cities are innovating to become smarter and more sustainable, focusing on clean and renewable energy, energy efficiency, and improved services for residents. These topics fall under the realm of Environmental Engineering within Civil Engineering."
Smart Cities World,Mobility-as-a-Service,,"With Cities Climate Action Summit 2024 at a close, look back at some of the key actions and considerations for cities including actionable insights to accelerate climate action, emphasising the development of policies, the deployment of cutting edge technologies and the methods of financing projects in climate action across energy, mobility and the built environment.",https://www.smartcitiesworld.net/mobility-as-a-service,,"development, policies, technologies, financing, climate action, energy, mobility, built environment","Transportation, Environmental Engineering",,1.0,"The article discusses actions and considerations for cities related to mobility, energy, and the built environment, which fall under Transportation and Environmental Engineering in Civil Engineering."
Smart Cities World,Trend Series,,"SmartCitiesWorld looks at the latest trends in the sector by producing a Trend Reports series and Panel Discussions. These sessions can make informed outcomes for everyone involved - from local authorities, national governments to technology providers and educational institutions. We have already covered a wide variety of topics (see listings below), and we will continue to produce new reports.",https://www.smartcitiesworld.net/trend-reports,,"smart cities, trends, sector, local authorities, national governments, technology providers, educational institutions, reports","Transportation, Construction Management",Predictive Analytics,0.9,"The article discusses trends in the smart cities sector, focusing on outcomes for local authorities, governments, technology providers, and educational institutions. This aligns with Transportation and Construction Management areas, as well as the use of Predictive Analytics for informed decision-making."
Smart Cities World,Planning and redevelopment,,"Join city and industry experts to explore how AI is enabling more personalised, accessible, and trusted government services, and uncover practical strategies for responsible AI adoption that benefits all citizens. Hear from Manchester City Council and the City of Tampere.
Discover how this year’s Cities Climate Action Summit puts the spotlight on the switch to clean and renewable energy, and the importance of energy-efficiency.
Find out how Dublin is innovating to improve experiences and services for its communities in the latest SmartCitiesWorld City Profile, including digital twin projects, traffic reduction, and economic growth.
Discover how the city of Madrid is innovating to become a smarter, more sustainable city that’s able to deliver improved services to residents and visitors alike.
Tune in for the latest Urban Exchange where we get a first-hand account of city resilience measures from Quezon City following unexpected extreme rainfall.
Andrea Sorri of Axis Communications explains how AI can be used to maximise insights from existing infrastructure and enable cities to avoid the costs of deploying new sensors.
ST Engineering’s Richard Ng explains how integrated smart city platforms can support cities in becoming more sustainable and efficient at the scale that is right for them.
Find out how Dublin is innovating to improve experiences and services for its communities in the latest SmartCitiesWorld City Profile, including digital twin projects, traffic reduction, and economic growth.
Download our latest report to uncover how artificial intelligence is being used to support cities in how they plan and operate city services to ensure they are vibrant, sustainable and economically thriving modern spaces.
Tune in for the latest Urban Exchange where we get a first-hand account of city resilience measures from Quezon City following unexpected extreme rainfall.
Tune in for the latest Urban Exchange where we get a first-hand account of city resilience measures from Quezon City following unexpected extreme rainfall.
Our editorial newsletter pulls together our latest news items into one email, direct to your inbox. We also feature our latest city interviews, Special Reports and Guest Opinions.
Wells Fargo Innovation Incubator is a $55m energy tech programme and the cohort represents those from housing, utilities, infrastructure, and real estate.
Greenshank Environmental’s platform enables developers to browse credits, view pricing and unit types, and purchase verified BNG and nutrient credits online.
A three-year programme will modernise inspection planning, optimise maintenance workflows and enhance environmental monitoring across Madrid’s urban green infrastructure.
Seven Boston affordable housing developments will receive funding to advance retrofits and electrification as part of Climate Ready Housing grant programme.
Judges at the World Smart City Awards gala said Rome’s visionary strategy is leveraging data, 5G and digital twins to enhance urban governance, improve public services and build resilience.
Launched at Smart City Expo World Congress in Barcelona, the app store aims to make digital twin tools, services, and datasets easily accessible for cities.
Report looks at overall trends of UK councils’ climate action giving comprehensive oversight of where progress has been made and where action is still lacking.
The new planning controls were approved by council at its October 2025 meeting, after they were met with wide-ranging support during the consultation period.
Smart city is the framework based on Information and Communication technologies that enable the development of sustainable practices to address the urbanisation challenges. Leveraging the technology is one of the foremost pillars of ‘smart cities’ in order to increase efficiencies and improve the quality of resident’s life and the city’s services.
The continued growth of skyscrapers and urban infrastructure means AVs are at risk of signal black-out in cities across the world, warns UK-based AV software specialist, Oxbotica.
The company will build and operate a smart city platform with citywide network connectivity for the Qatar city using advanced AI and data-driven technologies.
Bilkollektivet will collaborate with the shared mobility specialist, Digital Mobility Solutions, to provide a “total package” for Norwegian municipalities less equipped for car-sharing.
Google affiliate blames coronavirus and economic uncertainty for closing controversial and delayed smart city project
SmartCitiesWorld Newsletters (Daily/Weekly)
Our editorial newsletter pulls together our latest news items into one email, direct to your inbox. We also feature our latest city interviews, Special Reports and Guest Opinions.
Find out how Dublin is innovating to improve experiences and services for its communities in the latest SmartCitiesWorld City Profile, including digital twin projects, traffic reduction, and economic growth.
Download our latest report to uncover how artificial intelligence is being used to support cities in how they plan and operate city services to ensure they are vibrant, sustainable and economically thriving modern spaces.
Tune in for the latest Urban Exchange where we get a first-hand account of city resilience measures from Quezon City following unexpected extreme rainfall.
Tune in for the latest Urban Exchange where we get a first-hand account of city resilience measures from Quezon City following unexpected extreme rainfall.
Our editorial newsletter pulls together our latest news items into one email, direct to your inbox. We also feature our latest city interviews, Special Reports and Guest Opinions.
Find out how Dublin is innovating to improve experiences and services for its communities in the latest SmartCitiesWorld City Profile, including digital twin projects, traffic reduction, and economic growth.
Discover how the city of Madrid is innovating to become a smarter, more sustainable city that’s able to deliver improved services to residents and visitors alike.
Delve into this City Profile which focuses on how the City of San Diego is innovating through policy and technology to best serve its communities. Find out how it splits the city’s challenges and matches them to solutions that demonstrate exactly how technology, policy and investment come together to overcome both every-day and long-term issues.
This report draws on a new survey of 100 senior practitioners and explores what kinds of digital investments cities are making, where they are seeing results, and what is holding them back.
Find out how to build a single source of truth and information on infrastructure and assets. Download now to learn how Clarion Housing Group is using Bentley Systems’ technology to create a “golden thread of information” on its buildings.
Discover how AI-powered technologies are enhancing public safety through real-time video analytics, supporting climate adaptation with digital twins, and making travel more predictable and inclusive with AI-powered mobility systems.
We use cookies so we can provide you with the best online experience. By continuing to browse this site you are agreeing to our use of cookies. Click on the banner to find out more.",https://www.smartcitiesworld.net/planning-and-redevelopment?nav=top,,"construction, infrastructure, smart cities, redevelopment, energy-efficiency, urban planning, city resilience, sustainable city",Environmental Engineering,Predictive Analytics,1.0,"The article discusses how cities like Dublin, Madrid, and Manchester are innovating to become smarter and more sustainable, focusing on clean and renewable energy, energy efficiency, and improved services for residents. These initiatives fall under the realm of Environmental Engineering within Civil Engineering."
Smart Cities World,2021 Editor's Blog - DO NOT USE,,"Join city and industry experts to explore how AI is enabling more personalised, accessible, and trusted government services, and uncover practical strategies for responsible AI adoption that benefits all citizens. Hear from Manchester City Council and the City of Tampere.
Discover how this year’s Cities Climate Action Summit puts the spotlight on the switch to clean and renewable energy, and the importance of energy-efficiency.
Find out how Dublin is innovating to improve experiences and services for its communities in the latest SmartCitiesWorld City Profile, including digital twin projects, traffic reduction, and economic growth.
Discover how the city of Madrid is innovating to become a smarter, more sustainable city that’s able to deliver improved services to residents and visitors alike.
Tune in for the latest Urban Exchange where we get a first-hand account of city resilience measures from Quezon City following unexpected extreme rainfall.
Andrea Sorri of Axis Communications explains how AI can be used to maximise insights from existing infrastructure and enable cities to avoid the costs of deploying new sensors.
ST Engineering’s Richard Ng explains how integrated smart city platforms can support cities in becoming more sustainable and efficient at the scale that is right for them.
Our editor, gives his take on how smart cities are evolving. If you would like to receive these direct to your inbox as part of our weekly newsletter, make sure you sign up as a member (free!).
Three cities accelerating the green transition with innovative projects and substantial investments to enhance sustainability and equity in urban living.
Find out how Dublin is innovating to improve experiences and services for its communities in the latest SmartCitiesWorld City Profile, including digital twin projects, traffic reduction, and economic growth.
Download our latest report to uncover how artificial intelligence is being used to support cities in how they plan and operate city services to ensure they are vibrant, sustainable and economically thriving modern spaces.
Tune in for the latest Urban Exchange where we get a first-hand account of city resilience measures from Quezon City following unexpected extreme rainfall.
Tune in for the latest Urban Exchange where we get a first-hand account of city resilience measures from Quezon City following unexpected extreme rainfall.
Our editorial newsletter pulls together our latest news items into one email, direct to your inbox. We also feature our latest city interviews, Special Reports and Guest Opinions.
Recent initiatives from cities like Charlotte and the global QBE AcceliCITY Resilience Challenge underscore the role accelerators play in fostering innovation.
Developments in Europe and elsewhere this week show the commitment of city leaders to put sustainability first and create solutions to fight climate change.
How two cities are integrating comprehensive planning with electrification efforts to ensure their urban centres evolve and serve the needs of communities.
Recent developments in Estonia and the US highlight the transformative potential of smart transportation solutions in benefiting communities worldwide.
Innovative approaches used by cities and organisations to prioritise climate action and decarbonisation and create more sustainable urban environments.
From a solar tree to a mandate for electric-powered buildings, SmartCitiesWorld reports on three cities committed to accelerating the journey to net zero.
How cities are leveraging innovative approaches to enhance accessibility, efficiency, and user experience in public transport to build more inclusive cities.
How strategic leadership, innovative partnerships and data-driven initiatives are contributing to the global commitment to take action against climate change.
Exploring innovative approaches taken to harness renewable energy, electrify transportation, and integrate smart technologies in the drive to decarbonise.
As well as provide greener and more convenient ways to get around, these examples show how active travel is helping to improve quality of life in cities.
The push towards greater carbon transparency and enhancing emissions reporting underscores the collective commitment to sustainability in the built environment.
We showcase two examples that underscore the growing significance of digital twin technology in shaping the smart spaces, from enhancing cellular coverage insights to optimising airport operations.
We showcase three examples of public and private sector investment in networks and the cloud that will provide vital underpinning infrastructure for the future.
How San Antonio and Barcelona are using accessible and user-friendly data dashboards and portals to foster more openness and transparency in governance.
How Rome and Chicago are fortifying their infrastructure and systems to address environmental challenges and building resilience for today and the future.
We use cookies so we can provide you with the best online experience. By continuing to browse this site you are agreeing to our use of cookies. Click on the banner to find out more.",https://www.smartcitiesworld.net/editors-blog/2021-editors-blog-do-not-use,,"smart cities, infrastructure development, energy efficiency, sustainable projects",Environmental Engineering,Predictive Analytics,0.9,"The article focuses on how AI is enabling sustainable and efficient practices in cities, which aligns with Environmental Engineering principles. The emphasis on responsible AI adoption and maximizing insights from existing infrastructure through AI points towards the use of Predictive Analytics."
Smart Cities World,SmartCitiesWorld City Profile – City of Madrid,,"Discover how the city of Madrid is innovating to become a smarter, more sustainable city that’s able to deliver improved services to residents and visitors alike.
In the latest SmartCitiesWorld City Profile, we’re turning our attention to the city of Madrid. Spain’s capital, Madrid is nation’s largest city and has the second-most populous metropolitan area in the EU. Known for its vibrant economy and high standard of living, Madrid generates an estimated 12 per cent of Spain’s GDP and employs more than 10 per cent of the country’s workforce.
The city is a financial and commercial centre in Southern Europe with a thriving service sector that drives the local economy, accounting for almost 80 per cent of its output. Madrid maintains a strong industrial presence, with advantages in infrastructure and its position as a vital transport hub.
Our City Profiles act as a toolbox for other cities, splitting out the city’s challenges and matching them to solutions that demonstrate exactly how technology, policy and investment come together to overcome both every-day and long-term issues. Here, we’re focusing on the city of Madrid’s:
On 22 October we hosted a panel discussion with Madrid City Council’s Director of Strategic Marketing, Abigail Sigüenza. Together with Microsoft’s Alejandro Mullor, we explored the VisitMadridGPT project, an innovative AI-driven virtual assistant developed in collaboration between Madrid Destino (the Madrid City Council Tourism Department) and Microsoft. Watch OnDemand now below to discover how the project team trained the AI model to deliver accurate, conversational responses and how the data gathered from visitor queries is informing and improving the city of Madrid’s marketing strategies.
In association with:
Why not try these links to see what our SmartCitiesWorld AI can tell you.
(Please note this is an experimental service)
How does VisitMadridGPT enhance personalised visitor experiences using AI technology?What strategies support inclusive citizen engagement in Madrid’s governance model?How is Madrid integrating renewable energy within its 360 Roadmap to Climate Neutrality?In what ways does Madrid’s Sustainable Mobility Plan improve public transportation options?How do Madrid Nuevo Norte and Nuevo Sur projects expand urban green and commercial spaces?",https://www.smartcitiesworld.net/city-profile/smart-cities-reports/smartcitiesworld-city-profile-2024--city-of-madrid-10751,,"infrastructure, transport hub, industrial presence",Transportation,Generative Design,0.9,"The article mentions the city of Madrid focusing on technology and innovation to become smarter and more sustainable, with a specific mention of an AI-driven virtual assistant project. The emphasis on technology and collaboration aligns with the use of Generative Design in optimizing solutions for transportation systems."
Smart Cities World,Pedestrianisation,,"With Cities Climate Action Summit 2024 at a close, look back at some of the key actions and considerations for cities including actionable insights to accelerate climate action, emphasising the development of policies, the deployment of cutting edge technologies and the methods of financing projects in climate action across energy, mobility and the built environment.",https://www.smartcitiesworld.net/pedestrianisation,,"development, policies, technologies, financing, climate action, energy, mobility, built environment","Transportation, Environmental Engineering",Predictive Analytics,0.9,"The article discusses climate action in cities, which involves transportation and environmental engineering aspects. The emphasis on actionable insights and accelerating climate action aligns with the use of predictive analytics for risk assessment and forecasting in this context."
Deloitte (Engineering & Construction),Engineering and Construction,,"The Deloitte Research Center for Energy & Industrials combines rigorous research with industry-specific knowledge and practice-led experience to deliver insights that can drive business impact. The energy, resources, and industrials industry is the nexus for building, powering, and securing the smart, connected world of tomorrow. Our research uncovers opportunities that can help businesses thrive.
Learn more",https://www.deloitte.com/us/en/insights/industry/engineering-and-construction.html?icid=disubnav_engineering-and-construction,,"construction, energy, industrials, infrastructure",Construction Management,,1.0,"The article focuses on the intersection of engineering and construction, highlighting the importance of research and industry-specific knowledge for driving business impact in the energy, resources, and industrials sector. This aligns closely with Construction Management in Civil Engineering, which involves aspects such as project management, infrastructure development, and building."
Deloitte (Engineering & Construction),Engineering and Construction,,"The Deloitte Research Center for Energy & Industrials combines rigorous research with industry-specific knowledge and practice-led experience to deliver insights that can drive business impact. The energy, resources, and industrials industry is the nexus for building, powering, and securing the smart, connected world of tomorrow. Our research uncovers opportunities that can help businesses thrive.
Learn more",https://www.deloitte.com/us/en/insights/industry/engineering-and-construction.html?icid=disidenav_engineering-and-construction,,"construction, energy, resources, industrials, building, powering, securing, smart, connected, industry, research, opportunities",Construction Management,,1.0,"The article focuses on the intersection of engineering and construction within the energy, resources, and industrials industry, highlighting insights that can drive business impact. This aligns closely with Construction Management in civil engineering."
iTnews,Goodman Group strikes $14bn data centre deal,Will build facilities across Europe.,,https://www.itnews.com.au/news/goodman-group-strikes-14bn-data-centre-deal-622702?utm_source=feed&utm_medium=rss&utm_campaign=iTnews+,,"construction, infrastructure",Construction Management,,0.8,"The article focuses on the deal to build data centers across Europe, which falls under Construction Management in Civil Engineering."
iTnews,Goodman Group strikes $14bn data centre deal,Will build facilities across Europe.,,https://www.itnews.com.au/news/goodman-group-strikes-14bn-data-centre-deal-622702?utm_source=feed&utm_medium=rss&utm_campaign=iTnews+Technology+feed,,"construction, infrastructure",Construction Management,Robotics/Automation,0.9,"The article mentions the construction of data centers across Europe, indicating a focus on construction management. Additionally, the use of robotics and automation is likely in the construction of these data centers."
iTnews,Goodman Group strikes $14bn data centre deal,Will build facilities across Europe.,,https://www.itnews.com.au/news/goodman-group-strikes-14bn-data-centre-deal-622702?utm_source=feed&utm_medium=rss&utm_campaign=iTnews+News+feed,,"construction, infrastructure",Construction Management,,0.8,"The article mentions a deal to build data centers across Europe, which falls under Construction Management in Civil Engineering."
Mother Jones,Trump’s Latest Climate Attack: Offshore Wind Farms,"This story was originally published by the Guardianand is reproduced here as part of the Climate Desk collaboration.The Trump administration has said it is immediately pausing all leases for offshore wind farms already under construction, in the heaviest blow…",,https://www.motherjones.com/politics/2025/12/trumps-latest-climate-attack-offshore-wind-farms/,,construction,Environmental Engineering,,1.0,"The article discusses the Trump administration's decision to pause offshore wind farm leases, which directly relates to environmental engineering due to its impact on renewable energy and climate concerns."
RTE,"US freezes five big offshore wind projects, shares dive","The Trump administration has suspended leases for five large offshore wind projects that are under construction off the US East Coast over what it called national security concerns, sending shares of offshore wind companies plunging.",,https://www.rte.ie/news/business/2025/1223/1550297-us-freezes-five-big-offshore-wind-projects-shares-dive/,,"construction, infrastructure",Environmental Engineering,,1.0,"The article is related to the suspension of offshore wind projects, which falls under environmental engineering due to its connection to renewable energy and sustainability."
